Name,2010-09-30
AIR,16.86412811279297
ALV,35.22888946533203
BEI,43.80500030517578
BMW,0.02
DTE,25.209991455078125
HEI,11.03209400177002
IFX,0.2800000011920929
LIN,70.47791290283203
MBG,18.873308181762695
MRK,23.191055297851562
MTX,28.27433204650879
QIA,13.790800094604492
RWE,66.8499984741211
SAP,40.142356872558594
SHL,0.15261000394821167
SIE,14440.0
VNA,17300.0
